nom_plat,tipus,complexitat,formalitat,mida_racio,temperatura,ingredients,procedencia,especificacio,apte_esdeveniment,llista_ingredients,disponibilitat_plats
Ceps Saltejats amb All i Julivert,primer,baixa,informal,mitjà,calent,"['ceps', 'all', 'julivert', 'oli d’oliva', 'sal']",,,tots,"['ceps', 'all', 'julivert', 'oli d’oliva', 'sal']",['tardor']
Gall de Sant Pere a la Planxa,segon,baixa,formal,gran,calent,"['gall de sant pere', 'oli d’oliva', 'sal', 'llimona']",Catalunya,,tots,"['gall de sant pere', 'oli d’oliva', 'sal', 'llimona']","['hivern', 'primavera']"
Rap amb Cloïsses i Gambes,segon,alta,formal,gran,calent,"['rap', 'cloïsses', 'gamba', 'all', 'vi blanc', 'aigua', 'sal']",Catalunya,,tots,"['rap', 'cloïsses', 'gamba', 'all', 'vi blanc', 'aigua', 'sal']",['estiu']
Caldereta de Llagosta,segon,alta,formal,gran,calent,"['llagosta', 'peix', 'verdures', 'aigua', 'sal', 'alls', 'tomàquet', 'oli d’oliva']",Catalunya,,tots,"['llagosta', 'peix', 'verdures', 'aigua', 'sal', 'alls', 'tomàquet', 'oli d’oliva']",['estiu']
Mini Falàfel amb Tahina,primer,mitjana,informal,pica-pica,calent,"['cigrons', 'ceba', 'all', 'julivert', 'comí', 'coriandre', 'oli d’oliva', 'sal', 'tahina', 'llimona']",,,tots,"['cigrons', 'ceba', 'all', 'julivert', 'comí', 'coriandre', 'oli d’oliva', 'sal', 'tahina', 'llimona']",['primavera']
Conill amb Samfaina,segon,mitjana,informal,gran,calent,"['conill', 'albergínia', 'carbassó', 'pebrot', 'ceba', 'tomàquet', 'oli d’oliva', 'sal']",Catalunya,,tots,"['conill', 'albergínia', 'carbassó', 'pebrot', 'ceba', 'tomàquet', 'oli d’oliva', 'sal']",['estiu']
Bacallà amb Allioli Gratinat,segon,mitjana,formal,gran,calent,"['bacallà', 'all', 'oli d’oliva', 'ou', 'sal']",Catalunya,,tots,"['bacallà', 'all', 'oli d’oliva', 'ou', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Xató,primer,mitjana,informal,mitjà,fred,"['escarola', 'bacallà', 'tonyina', 'anxoves', 'nyora', 'ametlla', 'avellana', 'tomàquet escalivat', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",Catalunya,,tots,"['escarola', 'bacallà', 'tonyina', 'anxoves', 'nyora', 'ametlla', 'avellana', 'tomàquet escalivat', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",['tardor']
Pastís de Formatge al Forn,postre,mitjana,formal,mitjà,fred,"['formatge crema', 'ous', 'sucre', 'nata', 'galeta', 'mantega']",Espanya,,tots,"['formatge crema', 'ous', 'sucre', 'nata', 'galeta', 'mantega']","['estiu', 'hivern', 'primavera', 'tardor']"
Coulant de Xocolata,postre,alta,formal,petit,calent,"['xocolata', 'mantega', 'ous', 'sucre', 'farina']",Espanya,,tots,"['xocolata', 'mantega', 'ous', 'sucre', 'farina']","['estiu', 'hivern', 'primavera', 'tardor']"
Arnadí,postre,mitjana,formal,petit,tebi,"['carabassa', 'moniato', 'ametlla', 'sucre', 'ou', 'canyella']",País Valencià,,tots,"['carabassa', 'moniato', 'ametlla', 'sucre', 'ou', 'canyella']",['tardor']
Tiramisú,postre,mitjana,formal,petit,fred,"['mascarpone', 'cafè', 'melindros', 'cacau', 'ous', 'sucre']",Itàlia,,tots,"['mascarpone', 'cafè', 'melindros', 'cacau', 'ous', 'sucre']","['estiu', 'hivern', 'primavera', 'tardor']"
Hummus amb Crudités,primer,baixa,informal,mitjà,fred,"['cigrons cuits', 'tahina', 'llimona', 'all', 'oli d’oliva', 'pastanaga', 'api']",,,tots,"['cigrons cuits', 'tahina', 'llimona', 'all', 'oli d’oliva', 'pastanaga', 'api']","['hivern', 'primavera', 'tardor']"
Amanida Grega,primer,baixa,informal,mitjà,fred,"['tomàquet', 'cogombre', 'ceba', 'olives', 'formatge feta', 'oli d’oliva', 'orenga']",,,tots,"['tomàquet', 'cogombre', 'ceba', 'olives', 'formatge feta', 'oli d’oliva', 'orenga']",[]
Ensaladilla Russa Fina,primer,baixa,informal,mitjà,fred,"['patata', 'pastanaga', 'pèsols', 'tonyina', 'ou dur', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal']",,,tots,"['patata', 'pastanaga', 'pèsols', 'tonyina', 'ou dur', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal']",['primavera']
Baklava,postre,mitjana,formal,petit,fred,"['farina', 'aigua', 'oli d’oliva', 'nous', 'pistatxos', 'mantega', 'sucre', 'mel']",Grècia/Turquia,,tots,"['farina', 'aigua', 'oli d’oliva', 'nous', 'pistatxos', 'mantega', 'sucre', 'mel']",[]
Fartons amb Orxata,postre,baixa,formal,petit,fred,"['fartons', 'orxata de xufa']",País Valencià,,tots,"['fartons', 'orxata de xufa']",['estiu']
Tarte Tatin,postre,mitjana,formal,petit,tebi,"['poma', 'sucre', 'mantega', 'farina', 'aigua', 'sal']",França (Mediterrània),,tots,"['poma', 'sucre', 'mantega', 'farina', 'aigua', 'sal']","['hivern', 'primavera', 'tardor']"
Pastís de Llimona,postre,mitjana,formal,petit,fred,"['farina', 'mantega', 'aigua', 'sal', 'llimona', 'merenga', 'sucre', 'ous']",França (Mediterrània),,tots,"['farina', 'mantega', 'aigua', 'sal', 'llimona', 'merenga', 'sucre', 'ous']","['hivern', 'primavera', 'tardor']"
Gelat Artesà,postre,baixa,informal,petit,fred,['gelats variats'],,,tots,['gelats variats'],['estiu']
Panna Cotta amb Fruits Vermells,postre,baixa,formal,petit,fred,"['nata', 'gelatina', 'sucre', 'vainilla', 'fruits vermells']",Itàlia,,tots,"['nata', 'gelatina', 'sucre', 'vainilla', 'fruits vermells']","['estiu', 'primavera']"
Quiche Lorraine,primer,mitjana,informal,mitjà,tebi,"['farina', 'mantega', 'aigua', 'sal', 'ous', 'nata', 'bacó', 'ceba', 'formatge']",,,tots,"['farina', 'mantega', 'aigua', 'sal', 'ous', 'nata', 'bacó', 'ceba', 'formatge']","['estiu', 'hivern', 'primavera', 'tardor']"
Torró en Textures,postre,mitjana,formal,petit,fred,"['torró d’alacant', 'nata', 'xocolata', 'fruits secs']",Espanya,,tots,"['torró d’alacant', 'nata', 'xocolata', 'fruits secs']","['hivern', 'tardor']"
Timbal d’escalivada amb Formatge de Cabra,primer,mitjana,informal,mitjà,tebi,"['albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']",,,tots,"['albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']","['estiu', 'tardor']"
Piononos de Santa Fe,postre,mitjana,formal,petit,tebi,"['bescuit', 'aigua', 'sucre', 'crema', 'canyella']",Andalusia,,tots,"['bescuit', 'aigua', 'sucre', 'crema', 'canyella']","['estiu', 'hivern', 'primavera', 'tardor']"
Sobaos Pasiegos,postre,baixa,formal,petit,tebi,"['farina', 'mantega', 'ous', 'sucre', 'llevat']",Cantàbria,,tots,"['farina', 'mantega', 'ous', 'sucre', 'llevat']","['estiu', 'hivern', 'primavera', 'tardor']"
Musclos a la Marinera,primer,mitjana,informal,mitjà,calent,"['musclos', 'ceba', 'all', 'tomàquet', 'vi blanc', 'julivert', 'oli d’oliva', 'sal']",,,tots,"['musclos', 'ceba', 'all', 'tomàquet', 'vi blanc', 'julivert', 'oli d’oliva', 'sal']",['estiu']
Quesada Pasiega,postre,baixa,formal,petit,tebi,"['formatge', 'llet', 'ous', 'sucre', 'farina', 'llimona']",Cantàbria,,tots,"['formatge', 'llet', 'ous', 'sucre', 'farina', 'llimona']","['hivern', 'primavera', 'tardor']"
Pop a la Gallega,primer,mitjana,informal,mitjà,calent,"['pop cuit', 'patata', 'pebre vermell', 'oli d’oliva', 'sal gruixuda']",,,tots,"['pop cuit', 'patata', 'pebre vermell', 'oli d’oliva', 'sal gruixuda']","['estiu', 'hivern', 'primavera', 'tardor']"
Filloas amb Mel,postre,baixa,formal,petit,tebi,"['farina', 'llet', 'ous', 'mel', 'oli d’oliva']",Galícia,,tots,"['farina', 'llet', 'ous', 'mel', 'oli d’oliva']","['estiu', 'primavera']"
Copa de Fruites amb Iogurt i Mel,postre,baixa,informal,petit,fred,"['fruita variada', 'iogurt', 'mel', 'granola (opcional)']",,aperitiu,tots,"['fruita variada', 'iogurt', 'mel', 'granola (opcional)']","['estiu', 'primavera']"
Torró Cremós,postre,mitjana,informal,petit,fred,"['ametlla', 'mel', 'sucre', 'clares', 'nata']",Catalunya,aperitiu,tots,"['ametlla', 'mel', 'sucre', 'clares', 'nata']",[]
Mousse de Mató i Mel,postre,baixa,informal,petit,fred,"['mató', 'nata', 'mel', 'sucre']",Catalunya,aperitiu,tots,"['mató', 'nata', 'mel', 'sucre']","['estiu', 'primavera']"
Vaset de Llimona,postre,baixa,informal,petit,fred,"['nata', 'llimona', 'sucre', 'gelatina']",,aperitiu,tots,"['nata', 'llimona', 'sucre', 'gelatina']","['hivern', 'primavera', 'tardor']"
Pastís de Iogurt i Llimona,postre,baixa,informal,petit,fred,"['iogurt', 'nata', 'llimona', 'galeta', 'mantega']",,aperitiu,tots,"['iogurt', 'nata', 'llimona', 'galeta', 'mantega']","['hivern', 'primavera', 'tardor']"
Copa Tiramisú,postre,mitjana,informal,petit,fred,"['mascarpone', 'cafè', 'melindros', 'cacau', 'ous', 'sucre']",Itàlia,aperitiu,tots,"['mascarpone', 'cafè', 'melindros', 'cacau', 'ous', 'sucre']","['estiu', 'hivern', 'primavera', 'tardor']"
Vaset de Xocolata i Gerds,postre,baixa,informal,petit,fred,"['xocolata negra', 'nata', 'gerds', 'sucre']",,aperitiu,tots,"['xocolata negra', 'nata', 'gerds', 'sucre']","['estiu', 'primavera']"
Cullereta de Tartar de Tonyina i Soja,primer,alta,informal,pica-pica,fred,"['tonyina', 'salsa de soja', 'sèsam torrat', 'cibulet', 'oli d’oliva', 'llimona']",,aperitiu,tots,"['tonyina', 'salsa de soja', 'sèsam torrat', 'cibulet', 'oli d’oliva', 'llimona']","['primavera', 'tardor']"
Mini Tàrtar de Salmó amb Alvocat,primer,mitjana,informal,pica-pica,fred,"['salmó', 'alvocat', 'llimona', 'oli d’oliva', 'sal', 'pebre']",,aperitiu,tots,"['salmó', 'alvocat', 'llimona', 'oli d’oliva', 'sal', 'pebre']","['hivern', 'primavera', 'tardor']"
Clotxines al Vapor amb Llimona,primer,baixa,informal,pica-pica,calent,"['clotxines', 'all', 'julivert', 'llimona']",,aperitiu,tots,"['clotxines', 'all', 'julivert', 'llimona']",['primavera']
Ratatouille,primer,mitjana,informal,pica-pica,tebi,"['albergínia', 'carbassó', 'pebrot', 'tomàquet', 'oli d’oliva', 'herbes']",,aperitiu,tots,"['albergínia', 'carbassó', 'pebrot', 'tomàquet', 'oli d’oliva', 'herbes']",['estiu']
Salmorejo,primer,baixa,informal,pica-pica,fred,"['tomàquet', 'pa', 'all', 'oli d’oliva', 'vinagre', 'pernil', 'ou dur']",,aperitiu,tots,"['tomàquet', 'pa', 'all', 'oli d’oliva', 'vinagre', 'pernil', 'ou dur']","['estiu', 'tardor']"
Esqueixada de Bacallà,primer,baixa,informal,mitjà,fred,"['bacallà dessalat', 'tomàquet', 'ceba', 'olives', 'oli d’oliva']",,aperitiu,tots,"['bacallà dessalat', 'tomàquet', 'ceba', 'olives', 'oli d’oliva']",['tardor']
Vitello Tonnato,primer,mitjana,informal,mitjà,fred,"['vedella', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'tonyina', 'tàperes']",,aperitiu,tots,"['vedella', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'tonyina', 'tàperes']",['primavera']
Amanida Caprese,primer,baixa,informal,mitjà,fred,"['tomàquet', 'mozzarella', 'alfàbrega', 'oli d’oliva', 'vinagre balsàmic', 'sucre']",,aperitiu,tots,"['tomàquet', 'mozzarella', 'alfàbrega', 'oli d’oliva', 'vinagre balsàmic', 'sucre']",['estiu']
Carpaccio de Vedella amb Parmesà,primer,mitjana,informal,mitjà,fred,"['vedella làmines fines', 'parmesà', 'ruca', 'oli d’oliva', 'llimona', 'sal', 'pebre']",,aperitiu,tots,"['vedella làmines fines', 'parmesà', 'ruca', 'oli d’oliva', 'llimona', 'sal', 'pebre']",['primavera']
Ceviche de Corvina,primer,alta,informal,pica-pica,fred,"['corvina', 'llima', 'coriandre', 'ceba morada', 'bitxo', 'sal']",,aperitiu,tots,"['corvina', 'llima', 'coriandre', 'ceba morada', 'bitxo', 'sal']",['estiu']
Tàrtar de Tonyina amb Soja i Sèsam,primer,mitjana,informal,pica-pica,fred,"['tonyina', 'salsa de soja', 'oli de sèsam', 'llimona', 'cibulet', 'sèsam torrat']",,aperitiu,tots,"['tonyina', 'salsa de soja', 'oli de sèsam', 'llimona', 'cibulet', 'sèsam torrat']","['primavera', 'tardor']"
Vichyssoise,primer,mitjana,informal,pica-pica,fred,"['porro', 'patata', 'verdures', 'aigua', 'sal', 'nata', 'mantega', 'pebre']",,aperitiu,tots,"['porro', 'patata', 'verdures', 'aigua', 'sal', 'nata', 'mantega', 'pebre']","['primavera', 'tardor']"
Crema de Carbassa,primer,baixa,informal,pica-pica,tebi,"['carbassa', 'ceba', 'verdures', 'aigua', 'sal', 'nata (opcional)', 'oli d’oliva']",,aperitiu,tots,"['carbassa', 'ceba', 'verdures', 'aigua', 'sal', 'nata (opcional)', 'oli d’oliva']",['tardor']
Caneló Fred de Tonyina,primer,mitjana,informal,pica-pica,fred,"['làmina de pasta', 'tonyina', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'tàperes', 'encurtits fins']",,aperitiu,tots,"['làmina de pasta', 'tonyina', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'tàperes', 'encurtits fins']",['primavera']
Ou de Guatlla amb Paté,primer,mitjana,informal,pica-pica,tebi,"['ous de guatlla', 'paté', 'pa', 'cibulet']",,aperitiu,tots,"['ous de guatlla', 'paté', 'pa', 'cibulet']","['estiu', 'primavera', 'tardor']"
Sopa Freda de Tomàquet i Síndria,primer,baixa,informal,mitjà,fred,"['tomàquet', 'síndria', 'oli d’oliva', 'sal', 'vinagre']",Catalunya,aperitiu,tots,"['tomàquet', 'síndria', 'oli d’oliva', 'sal', 'vinagre']",['estiu']
Tàrtar de Gambes,primer,alta,informal,pica-pica,fred,"['gamba crua tallada', 'oli d’oliva', 'llimona', 'sal', 'cibulet']",,aperitiu,tots,"['gamba crua tallada', 'oli d’oliva', 'llimona', 'sal', 'cibulet']",[]
Verdures a la Planxa amb Romesco,primer,mitjana,informal,pica-pica,tebi,"['carbassó', 'albergínia', 'pebrot', 'nyora', 'ametlla', 'avellana', 'tomàquet escalivat', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",,aperitiu,tots,"['carbassó', 'albergínia', 'pebrot', 'nyora', 'ametlla', 'avellana', 'tomàquet escalivat', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",[]
Bastons de Pastanaga Rostida amb Iogurt,primer,baixa,informal,pica-pica,tebi,"['pastanaga', 'comí', 'oli d’oliva', 'sal', 'iogurt', 'llimona', 'menta']",,aperitiu,tots,"['pastanaga', 'comí', 'oli d’oliva', 'sal', 'iogurt', 'llimona', 'menta']","['primavera', 'tardor']"
Timbal d’escalivada amb Formatge,primer,mitjana,informal,pica-pica,tebi,"['albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']",,aperitiu,tots,"['albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']","['estiu', 'tardor']"
Cullereta de Brandada de Bacallà Freda,primer,mitjana,informal,pica-pica,fred,"['bacallà dessalat', 'patata', 'oli d’oliva', 'all', 'llet']",,aperitiu,tots,"['bacallà dessalat', 'patata', 'oli d’oliva', 'all', 'llet']","['estiu', 'hivern', 'primavera', 'tardor']"
Amanida Caprese en Bastonet,primer,baixa,informal,pica-pica,fred,"['mozzarella', 'tomàquet', 'alfàbrega', 'oli d’oliva', 'vinagre balsàmic', 'sucre']",,aperitiu,tots,"['mozzarella', 'tomàquet', 'alfàbrega', 'oli d’oliva', 'vinagre balsàmic', 'sucre']",['estiu']
Canapè de Salmó Fumat i Crema Agra,primer,baixa,informal,pica-pica,fred,"['pa de motlle torrat', 'salmó fumat', 'crema agra', 'anet', 'llimona']",,aperitiu,tots,"['pa de motlle torrat', 'salmó fumat', 'crema agra', 'anet', 'llimona']","['primavera', 'tardor']"
Endívia amb Crema de Roquefort i Nous,primer,baixa,informal,pica-pica,fred,"['fulles d’endívia', 'formatge blau', 'nata', 'nous', 'pebre']",,aperitiu,tots,"['fulles d’endívia', 'formatge blau', 'nata', 'nous', 'pebre']","['hivern', 'tardor']"
Cullereta de Remolatxa i Formatge Fresc,primer,baixa,informal,pica-pica,fred,"['remolatxa cuita', 'formatge', 'nous', 'oli d’oliva', 'sal']",,aperitiu,tots,"['remolatxa cuita', 'formatge', 'nous', 'oli d’oliva', 'sal']","['hivern', 'tardor']"
Ceviche Blanc,primer,alta,informal,pica-pica,fred,"['peix blanc', 'suc de llima', 'coriandre', 'ceba morada', 'bitxo', 'sal']",,aperitiu,tots,"['peix blanc', 'suc de llima', 'coriandre', 'ceba morada', 'bitxo', 'sal']",['estiu']
Carpaccio de Vedella en Mos,primer,mitjana,informal,pica-pica,fred,"['vedella làmines fines', 'parmesà', 'ruca', 'oli d’oliva', 'llimona', 'sal', 'pebre']",,aperitiu,tots,"['vedella làmines fines', 'parmesà', 'ruca', 'oli d’oliva', 'llimona', 'sal', 'pebre']",['primavera']
Cullereta de Brandada de Bacallà,primer,mitjana,informal,pica-pica,tebi,"['bacallà dessalat', 'patata', 'oli d’oliva', 'all', 'llet']",,aperitiu,tots,"['bacallà dessalat', 'patata', 'oli d’oliva', 'all', 'llet']","['estiu', 'hivern', 'primavera', 'tardor']"
Viera Gratinada,primer,alta,informal,pica-pica,calent,"['vieira', 'all', 'julivert', 'pa', 'oli d’oliva', 'sal']",,aperitiu,tots,"['vieira', 'all', 'julivert', 'pa', 'oli d’oliva', 'sal']",[]
Carpaccio de Bacallà,primer,mitjana,informal,mitjà,fred,"['lloms de bacallà dessalat', 'oli d’oliva', 'pebre', 'llimona']",Catalunya,aperitiu,tots,"['lloms de bacallà dessalat', 'oli d’oliva', 'pebre', 'llimona']","['hivern', 'primavera', 'tardor']"
Gazpacho Clàssic,primer,baixa,informal,pica-pica,fred,"['tomàquet', 'pebrot', 'cogombre', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",,aperitiu,tots,"['tomàquet', 'pebrot', 'cogombre', 'all', 'pa', 'oli d’oliva', 'vinagre', 'sal']",['estiu']
Tàrtar de Remolatxa i Formatge Fresc,primer,baixa,informal,pica-pica,fred,"['remolatxa cuita', 'formatge', 'nous', 'oli d’oliva', 'sal']",,aperitiu,tots,"['remolatxa cuita', 'formatge', 'nous', 'oli d’oliva', 'sal']","['hivern', 'tardor']"
Xistorra a la Sidra,primer,baixa,informal,pica-pica,calent,"['xistorra', 'sidra', 'oli d’oliva', 'pa']",,pica-pica,tots,"['xistorra', 'sidra', 'oli d’oliva', 'pa']","['hivern', 'tardor']"
Calamars a la Romana,primer,baixa,informal,pica-pica,calent,"['calamar', 'farina', 'ou', 'oli d’oliva', 'sal']",,pica-pica,tots,"['calamar', 'farina', 'ou', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Bunyols de Bacallà,primer,mitjana,informal,pica-pica,calent,"['bacallà dessalat', 'farina', 'ou', 'all', 'julivert', 'oli d’oliva', 'llevat']",,pica-pica,tots,"['bacallà dessalat', 'farina', 'ou', 'all', 'julivert', 'oli d’oliva', 'llevat']","['estiu', 'primavera', 'tardor']"
Croquetes de Bolets,primer,mitjana,informal,pica-pica,calent,"['bolets', 'llet', 'mantega', 'farina', 'all', 'julivert', 'sal', 'pa', 'ou', 'oli d’oliva']",,pica-pica,tots,"['bolets', 'llet', 'mantega', 'farina', 'all', 'julivert', 'sal', 'pa', 'ou', 'oli d’oliva']",['tardor']
Croquetes de Pollastre Rostit,primer,mitjana,informal,pica-pica,calent,"['llet', 'mantega', 'farina', 'pollastre rostit', 'nou moscada', 'sal', 'pa', 'ou', 'oli d’oliva']",,pica-pica,tots,"['llet', 'mantega', 'farina', 'pollastre rostit', 'nou moscada', 'sal', 'pa', 'ou', 'oli d’oliva']","['estiu', 'hivern', 'primavera', 'tardor']"
Croquetes de Pernil,primer,mitjana,informal,pica-pica,calent,"['llet', 'mantega', 'farina', 'pernil picat', 'nou moscada', 'sal', 'pa', 'ou', 'oli d’oliva']",,pica-pica,tots,"['llet', 'mantega', 'farina', 'pernil picat', 'nou moscada', 'sal', 'pa', 'ou', 'oli d’oliva']","['estiu', 'hivern', 'primavera', 'tardor']"
Bastons de Pollastre Cruixent,primer,mitjana,informal,pica-pica,calent,"['pollastre', 'farina', 'ou', 'pa', 'all en pols', 'oli d’oliva', 'sal']",,pica-pica,tots,"['pollastre', 'farina', 'ou', 'pa', 'all en pols', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Broqueta de Gamba i Sípia,primer,baixa,informal,pica-pica,calent,"['gamba', 'sípia', 'all', 'oli d’oliva', 'julivert', 'sal']",,pica-pica,tots,"['gamba', 'sípia', 'all', 'oli d’oliva', 'julivert', 'sal']",['estiu']
Gamba a l’all,primer,baixa,informal,pica-pica,calent,"['gamba', 'all', 'oli d’oliva', 'pebre de caiena', 'julivert', 'sal']",,pica-pica,tots,"['gamba', 'all', 'oli d’oliva', 'pebre de caiena', 'julivert', 'sal']",['estiu']
Samoses Vegetals,primer,mitjana,informal,pica-pica,tebi,"['pasta brick', 'filo', 'patata', 'pèsols', 'curry', 'ceba', 'oli d’oliva']",,pica-pica,tots,"['pasta brick', 'filo', 'patata', 'pèsols', 'curry', 'ceba', 'oli d’oliva']",['primavera']
Fingers de Lluç Arrebossats,primer,baixa,informal,pica-pica,calent,"['lluç', 'farina', 'ou', 'pa', 'oli d’oliva', 'sal']",,pica-pica,tots,"['lluç', 'farina', 'ou', 'pa', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Mandonguilles amb Salsa de Tomàquet,primer,mitjana,informal,pica-pica,calent,"['carn picada', 'pa remullat', 'ou', 'all', 'julivert', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']",,pica-pica,tots,"['carn picada', 'pa remullat', 'ou', 'all', 'julivert', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Mini Hot-dog Gourmet,primer,baixa,informal,pica-pica,calent,"['panet mini', 'salsitxa', 'mostassa antiga', 'ceba cruixent']",,pica-pica,tots,"['panet mini', 'salsitxa', 'mostassa antiga', 'ceba cruixent']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Burger de Vedella,primer,mitjana,informal,pica-pica,calent,"['panet mini', 'vedella picada', 'formatge', 'enciam', 'salsa']",,pica-pica,tots,"['panet mini', 'vedella picada', 'formatge', 'enciam', 'salsa']","['estiu', 'primavera', 'tardor']"
Alitas de Pollastre Especiades,primer,baixa,informal,pica-pica,calent,"['ales de pollastre', 'paprika', 'all en pols', 'pebre', 'sal', 'oli d’oliva']",,pica-pica,tots,"['ales de pollastre', 'paprika', 'all en pols', 'pebre', 'sal', 'oli d’oliva']","['estiu', 'hivern', 'primavera', 'tardor']"
Patates Braves,primer,baixa,informal,pica-pica,calent,"['patates', 'tomàquet triturat', 'all', 'bitxo', 'pebre vermell', 'oli d’oliva', 'sal']",,pica-pica,tots,"['patates', 'tomàquet triturat', 'all', 'bitxo', 'pebre vermell', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Coca d’escalivada amb Tonyina,primer,mitjana,informal,pica-pica,tebi,"['farina', 'albergínia', 'pebrot', 'ceba', 'oli d’oliva', 'sal', 'tonyina']",,pica-pica,tots,"['farina', 'albergínia', 'pebrot', 'ceba', 'oli d’oliva', 'sal', 'tonyina']","['estiu', 'tardor']"
Focaccia amb Herbes i Olives,primer,baixa,informal,pica-pica,tebi,"['farina', 'aigua', 'llevat', 'oli d’oliva', 'romaní', 'olives', 'sal']",,pica-pica,tots,"['farina', 'aigua', 'llevat', 'oli d’oliva', 'romaní', 'olives', 'sal']",['tardor']
Embotits del País,primer,baixa,informal,pica-pica,tebi,"['llonganissa', 'fuet', 'pernil', 'pa amb tomàquet']",Catalunya,pica-pica,tots,"['llonganissa', 'fuet', 'pernil', 'pa amb tomàquet']","['estiu', 'tardor']"
Formatges Catalans,primer,baixa,informal,pica-pica,tebi,"['formatges de pastor', 'pa', 'fruits secs']",Catalunya,pica-pica,tots,"['formatges de pastor', 'pa', 'fruits secs']","['hivern', 'tardor']"
Gilda Clàssica,primer,baixa,informal,pica-pica,fred,"['oliva verda', 'anxova', 'bitxo verd en vinagre']",,pica-pica,tots,"['oliva verda', 'anxova', 'bitxo verd en vinagre']","['hivern', 'tardor']"
Broqueta de Tomàquet Cherry i Mozzarella,primer,baixa,informal,pica-pica,fred,"['tomàquet cherry', 'mozzarella mini', 'alfàbrega', 'oli d’oliva', 'sal']",,pica-pica,tots,"['tomàquet cherry', 'mozzarella mini', 'alfàbrega', 'oli d’oliva', 'sal']",['estiu']
Allioli de Codony amb Morro i Tripa,primer,mitjana,informal,pica-pica,tebi,"['codony', 'all', 'oli d’oliva', 'morro de bacallà', 'tripa de bacallà']",Catalunya,pica-pica,tots,"['codony', 'all', 'oli d’oliva', 'morro de bacallà', 'tripa de bacallà']",['tardor']
Mini Tartaleta de Pollastre al Curri,primer,mitjana,informal,pica-pica,fred,"['tartaletes salades', 'pit de pollastre cuit', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'curri', 'poma']",,pica-pica,tots,"['tartaletes salades', 'pit de pollastre cuit', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal', 'curri', 'poma']","['hivern', 'primavera', 'tardor']"
Torrada amb Escalivada i Formatge,primer,baixa,informal,pica-pica,tebi,"['pa', 'albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']",Catalunya,pica-pica,tots,"['pa', 'albergínia', 'pebrot', 'ceba', 'formatge de cabra', 'oli d’oliva']","['estiu', 'tardor']"
