nom_plat,tipus,complexitat,formalitat,mida_racio,temperatura,ingredients,procedencia,especificacio,apte_esdeveniment,llista_ingredients,disponibilitat_plats
Guacamole amb Nachos,primer,baixa,informal,pica-pica,fred,"['alvocat', 'llimona', 'tomàquet', 'ceba', 'coriandre', 'sal', 'nachos']",,pica-pica,tots,"['alvocat', 'llimona', 'tomàquet', 'ceba', 'coriandre', 'sal', 'nachos']",[]
Mini Wrap de Gall Dindi i Enciam,primer,baixa,informal,pica-pica,fred,"['truita de blat', 'gall dindi rostit', 'enciam', 'tomàquet', 'iogurt', 'llimona', 'sal', 'espècies suaus']",,pica-pica,tots,"['truita de blat', 'gall dindi rostit', 'enciam', 'tomàquet', 'iogurt', 'llimona', 'sal', 'espècies suaus']",['tardor']
Torrada d’escalivada i Anxova,primer,baixa,informal,pica-pica,tebi,"['pa', 'albergínia', 'pebrot', 'ceba', 'anxoves', 'oli d’oliva']",,pica-pica,tots,"['pa', 'albergínia', 'pebrot', 'ceba', 'anxoves', 'oli d’oliva']","['estiu', 'tardor']"
Mini Quiche Lorraine,primer,mitjana,informal,pica-pica,tebi,"['farina', 'mantega', 'aigua', 'sal', 'ous', 'nata', 'bacó', 'ceba', 'formatge']",,pica-pica,tots,"['farina', 'mantega', 'aigua', 'sal', 'ous', 'nata', 'bacó', 'ceba', 'formatge']","['estiu', 'hivern', 'primavera', 'tardor']"
Provolone al Forn amb Tomàquet,primer,baixa,informal,pica-pica,calent,"['provolone', 'tomàquet', 'orenga', 'oli d’oliva']",,pica-pica,tots,"['provolone', 'tomàquet', 'orenga', 'oli d’oliva']","['estiu', 'tardor']"
Remenat de Bolets,primer,baixa,informal,pica-pica,calent,"['ous', 'bolets', 'all', 'julivert', 'oli d’oliva', 'sal']",,pica-pica,tots,"['ous', 'bolets', 'all', 'julivert', 'oli d’oliva', 'sal']",['tardor']
Empanadilles de Verdures,primer,mitjana,informal,pica-pica,tebi,"['massa d’empanadilla', 'carbassó', 'pebrot', 'ceba', 'tomàquet', 'oli d’oliva']",,pica-pica,tots,"['massa d’empanadilla', 'carbassó', 'pebrot', 'ceba', 'tomàquet', 'oli d’oliva']",['estiu']
Mini Truita de Patata,primer,baixa,informal,pica-pica,tebi,"['patata', 'ou', 'ceba', 'oli d’oliva', 'sal']",,pica-pica,tots,"['patata', 'ou', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Patates al Caliu amb Allioli,primer,baixa,informal,pica-pica,calent,"['patates', 'all', 'oli d’oliva', 'sal', 'ou (opcional)', 'llimona']",,pica-pica,tots,"['patates', 'all', 'oli d’oliva', 'sal', 'ou (opcional)', 'llimona']","['hivern', 'primavera', 'tardor']"
Bolets Saltejats en Mos,primer,baixa,informal,pica-pica,calent,"['bolets mixtos', 'all', 'julivert', 'oli d’oliva', 'sal']",,pica-pica,tots,"['bolets mixtos', 'all', 'julivert', 'oli d’oliva', 'sal']",['tardor']
Xips de Carbassó Arrebossats,primer,baixa,informal,pica-pica,calent,"['carbassó', 'farina de cigró', 'aigua', 'sal', 'oli d’oliva']",,pica-pica,tots,"['carbassó', 'farina de cigró', 'aigua', 'sal', 'oli d’oliva']","['estiu', 'primavera']"
Mini Carrot Cake,postre,mitjana,informal,petit,tebi,"['pastanaga', 'farina', 'ous', 'sucre', 'oli d’oliva', 'nous', 'espècies', 'crema formatge']",,pica-pica,tots,"['pastanaga', 'farina', 'ous', 'sucre', 'oli d’oliva', 'nous', 'espècies', 'crema formatge']","['hivern', 'tardor']"
Trufes de Xocolata,postre,baixa,informal,petit,fred,"['xocolata', 'nata', 'cacau en pols']",,pica-pica,tots,"['xocolata', 'nata', 'cacau en pols']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Entrepà Vegetal,primer,baixa,informal,pica-pica,fred,"['panet mini', 'alvocat', 'enciam', 'tomàquet', 'pastanaga ratllada', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal']",,pica-pica,tots,"['panet mini', 'alvocat', 'enciam', 'tomàquet', 'pastanaga ratllada', 'ou', 'oli d’oliva', 'llimona', 'vinagre', 'sal']",['tardor']
Montadito de Pernil i Pebrots,primer,baixa,informal,pica-pica,tebi,"['pa', 'pernil', 'pebrot rostit', 'oli d’oliva']",,pica-pica,tots,"['pa', 'pernil', 'pebrot rostit', 'oli d’oliva']","['estiu', 'tardor']"
Couscous de Verdures,primer,mitjana,informal,pica-pica,tebi,"['sèmola', 'carbassó', 'pastanaga', 'ceba', 'cigrons', 'espècies', 'oli d’oliva', 'sal']",,pica-pica,tots,"['sèmola', 'carbassó', 'pastanaga', 'ceba', 'cigrons', 'espècies', 'oli d’oliva', 'sal']",['primavera']
Cullereta de Arròs Negre amb All i Oli,primer,mitjana,informal,pica-pica,tebi,"['arròs', 'tinta de sípia', 'calamar', 'all', 'oli d’oliva', 'ou (per a l'allioli)', 'sal']",,pica-pica,tots,"[""['arròs'"", ""'tinta de sípia'"", ""'calamar'"", ""'all'"", ""'oli d’oliva'"", ""'ou (per a l'allioli)'"", ""'sal']""]","['estiu', 'hivern', 'primavera', 'tardor']"
Taula de Formatges Artesans,primer,baixa,informal,pica-pica,tebi,"['formatge', 'fruits secs', 'melmelades', 'pa']",,pica-pica,tots,"['formatge', 'fruits secs', 'melmelades', 'pa']","['hivern', 'tardor']"
Assortit d’olives i Encurtits,primer,baixa,informal,pica-pica,tebi,"['olives verdes', 'olives negres', 'pebrot envinagrat', 'cebes petites', 'cogombrets']",,pica-pica,tots,"['olives verdes', 'olives negres', 'pebrot envinagrat', 'cebes petites', 'cogombrets']","['hivern', 'tardor']"
Taula d’embotits,primer,baixa,informal,pica-pica,tebi,"['pernil tall', 'llonganissa', 'xoriço', 'pa', 'tomàquet']",,pica-pica,tots,"['pernil tall', 'llonganissa', 'xoriço', 'pa', 'tomàquet']","['estiu', 'tardor']"
Fideus a la Cassola,primer,mitjana,informal,pica-pica,calent,"['pasta', 'tomàquet', 'ceba', 'oli d’oliva', 'sal', 'aigua', 'costella', 'salsitxa']",,pica-pica,tots,"['pasta', 'tomàquet', 'ceba', 'oli d’oliva', 'sal', 'aigua', 'costella', 'salsitxa']","['estiu', 'tardor']"
Broqueta de Pollastre Yakitori,primer,mitjana,informal,pica-pica,calent,"['pollastre', 'salsa de soja', 'sucre', 'mirin', 'gingebre']",,pica-pica,tots,"['pollastre', 'salsa de soja', 'sucre', 'mirin', 'gingebre']","['estiu', 'hivern', 'primavera', 'tardor']"
Fingers de Pollastre Cruixents,primer,mitjana,informal,pica-pica,calent,"['pollastre', 'farina', 'ou', 'pa', 'espècies', 'oli d’oliva', 'sal']",,pica-pica,tots,"['pollastre', 'farina', 'ou', 'pa', 'espècies', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Seitó Fregit Cruixent,primer,baixa,informal,pica-pica,calent,"['seitó', 'farina', 'oli d’oliva', 'sal']",,pica-pica,tots,"['seitó', 'farina', 'oli d’oliva', 'sal']","['estiu', 'primavera']"
Mini Brownie amb Nous,postre,baixa,informal,petit,tebi,"['xocolata', 'mantega', 'sucre', 'ous', 'farina', 'nous']",,pica-pica,tots,"['xocolata', 'mantega', 'sucre', 'ous', 'farina', 'nous']","['hivern', 'tardor']"
Mini Lemon Pie,postre,mitjana,informal,petit,fred,"['farina', 'mantega', 'aigua', 'sal', 'llimona', 'merenga', 'sucre']",,pica-pica,tots,"['farina', 'mantega', 'aigua', 'sal', 'llimona', 'merenga', 'sucre']","['hivern', 'primavera', 'tardor']"
Mini Taco Vegetal,primer,baixa,informal,pica-pica,tebi,"['truita de blat', 'alvocat', 'tomàquet', 'ceba', 'llima', 'coriandre']",,pica-pica,tots,"['truita de blat', 'alvocat', 'tomàquet', 'ceba', 'llima', 'coriandre']",[]
Mini Entrepà de Rostit amb Mostassa,primer,baixa,informal,pica-pica,tebi,"['panet mini', 'carn de rostit', 'mostassa antiga', 'enciam']",,pica-pica,tots,"['panet mini', 'carn de rostit', 'mostassa antiga', 'enciam']","['estiu', 'primavera', 'tardor']"
Mini Mandonguilles amb Tomàquet,primer,mitjana,informal,pica-pica,calent,"['carn picada', 'pa remullat', 'ou', 'all', 'julivert', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']",,pica-pica,tots,"['carn picada', 'pa remullat', 'ou', 'all', 'julivert', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Formatge al Forn amb Herbes,primer,baixa,informal,pica-pica,calent,"['provolone', 'orenga', 'tomàquet', 'oli d’oliva']",,pica-pica,tots,"['provolone', 'orenga', 'tomàquet', 'oli d’oliva']","['estiu', 'tardor']"
Tires de Bacallà Arrebossat,primer,baixa,informal,pica-pica,calent,"['bacallà dessalat', 'farina', 'ou', 'oli d’oliva', 'sal']",,pica-pica,tots,"['bacallà dessalat', 'farina', 'ou', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Truita de Patata amb Ceba,primer,baixa,informal,pica-pica,tebi,"['patata', 'ou', 'ceba', 'oli d’oliva', 'sal']",,pica-pica,tots,"['patata', 'ou', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Broqueta de Pop i Patata,primer,mitjana,informal,pica-pica,tebi,"['pop cuit', 'patata', 'oli d’oliva', 'pebre vermell', 'sal']",,pica-pica,tots,"['pop cuit', 'patata', 'oli d’oliva', 'pebre vermell', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Mini Taco de Peix,primer,mitjana,informal,pica-pica,calent,"['truita de blat', 'peix', 'farina', 'ou', 'oli d’oliva', 'sal', 'col', 'salsa', 'llima']",,pica-pica,tots,"['truita de blat', 'peix', 'farina', 'ou', 'oli d’oliva', 'sal', 'col', 'salsa', 'llima']",[]
Pernil Ibèric Tall Fi,primer,baixa,informal,pica-pica,tebi,"['pernil ibèric', 'pa', 'tomàquet', 'oli d’oliva']",,pica-pica,tots,"['pernil ibèric', 'pa', 'tomàquet', 'oli d’oliva']","['estiu', 'tardor']"
Daus de Truita i Botifarra,primer,baixa,informal,pica-pica,tebi,"['ous', 'patata', 'botifarra', 'oli d’oliva', 'sal']",,pica-pica,tots,"['ous', 'patata', 'botifarra', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Mandonguilla Thai,primer,mitjana,informal,pica-pica,calent,"['carn picada', 'gingebre', 'cilantre', 'all', 'llet de coco', 'espècies suaus', 'oli d’oliva', 'sal']",,pica-pica,tots,"['carn picada', 'gingebre', 'cilantre', 'all', 'llet de coco', 'espècies suaus', 'oli d’oliva', 'sal']","['estiu', 'primavera']"
Mini Fondue de Formatge,primer,mitjana,informal,pica-pica,calent,"['formatge', 'vi blanc', 'midó', 'all', 'pa']",,pica-pica,tots,"['formatge', 'vi blanc', 'midó', 'all', 'pa']","['estiu', 'hivern', 'primavera', 'tardor']"
Empanadilles de Tonyina,primer,baixa,informal,pica-pica,tebi,"['farina', 'tonyina', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']",,pica-pica,tots,"['farina', 'tonyina', 'tomàquet', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Provolone al Forn amb Herbes,primer,baixa,informal,pica-pica,calent,"['provolone', 'orenga', 'tomàquet', 'oli d’oliva']",,pica-pica,tots,"['provolone', 'orenga', 'tomàquet', 'oli d’oliva']","['estiu', 'tardor']"
Bastonet de Brie Arrebossat,primer,baixa,informal,pica-pica,calent,"['formatge brie', 'farina', 'ou', 'pa', 'oli d’oliva']",,pica-pica,tots,"['formatge brie', 'farina', 'ou', 'pa', 'oli d’oliva']","['estiu', 'hivern', 'primavera', 'tardor']"
nom_plat,tipus,complexitat,formalitat,mida_racio,temperatura,ingredients,procedencia,especificacio,apte_esdeveniment,['ingredients'],"['estiu', 'hivern', 'primavera', 'tardor']"
Amanida de Faves amb Menta,primer,baixa,informal,mitja,tebi,"['faves tendres','menta','oli d’oliva','sal','llimona']",Catalunya,,tots,"['faves tendres', 'menta', 'oli d’oliva', 'sal', 'llimona']","['primavera', 'tardor']"
Escalivada amb Tonyina,primer,baixa,informal,mitja,fred,"['albergínia','pebrot','ceba','tonyina','oli d’oliva','sal']",Catalunya,,tots,"['albergínia', 'pebrot', 'ceba', 'tonyina', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Gaspatxo de Síndria,primer,baixa,informal,petita,fred,"['síndria','tomàquet','pepino','oli d’oliva','vinagre','sal']",Andalusia,,tots,"['síndria', 'tomàquet', 'pepino', 'oli d’oliva', 'vinagre', 'sal']",['estiu']
Sopa Freda de Cogombre i Iogurt,primer,baixa,formal,petita,fred,"['cogombre','iogurt','anet','all','oli d’oliva','sal']",Grècia,,tots,"['cogombre', 'iogurt', 'anet', 'all', 'oli d’oliva', 'sal']",['estiu']
Vichyssoise Clàssica,primer,baixa,formal,petita,fred,"['porro','patata','nata','brou de pollastre','mantega','sal']",França,,tots,"['porro', 'patata', 'nata', 'brou de pollastre', 'mantega', 'sal']","['hivern', 'primavera', 'tardor']"
Carpaccio de Carbassó amb Parmesà,primer,baixa,formal,petita,fred,"['carbassó','parmesà','oli d’oliva','llimona','pebre']",Itàlia,,tots,"['carbassó', 'parmesà', 'oli d’oliva', 'llimona', 'pebre']",['primavera']
Amanida de Llenties amb Verdures Rostides,primer,baixa,informal,mitja,tebi,"['llenties','pastanaga','carbassó','pebrot','oli d’oliva','sal']",Mediterrània,,tots,"['llenties', 'pastanaga', 'carbassó', 'pebrot', 'oli d’oliva', 'sal']",[]
Crema de Pèsols amb Menta,primer,baixa,formal,petita,tebi,"['pèsols','menta','brou vegetal','oli d’oliva','sal']",Regne Unit,,tots,"['pèsols', 'menta', 'brou vegetal', 'oli d’oliva', 'sal']",['primavera']
Truita de Patata a la Catalana,segon,baixa,informal,mitja,tebi,"['patata','ou','ceba','oli d’oliva','sal']",Espanya,,tots,"['patata', 'ou', 'ceba', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Pollastre Escabetxat,segon,baixa,formal,mitja,fred,"['cuixa de pollastre','vinagre','all','laurer','oli d’oliva','sal']",Espanya,,tots,"['cuixa de pollastre', 'vinagre', 'all', 'laurer', 'oli d’oliva', 'sal']","['estiu', 'hivern', 'primavera', 'tardor']"
Roast Beef Fines Làmines,segon,baixa,formal,mitja,fred,"['vedella','pebre','sal','oli d’oliva']",Regne Unit,,tots,"['vedella', 'pebre', 'sal', 'oli d’oliva']","['estiu', 'hivern', 'primavera', 'tardor']"
Salmó Marinat amb Anet,segon,baixa,formal,mitja,fred,"['salmó','sal','sucre','anet','llimona']",Escandinàvia,,tots,"['salmó', 'sal', 'sucre', 'anet', 'llimona']","['primavera', 'tardor']"
Pernil Dolç amb Pinya Rostida,segon,baixa,informal,mitja,tebi,"['pernil dolç','pinya','mantega','pebre']",Hawaii,,tots,"['pernil dolç', 'pinya', 'mantega', 'pebre']",['estiu']
Amanida de Cigrons amb Pebrots,segon,baixa,informal,gran,tebi,"['cigrons','pebrot','ceba morada','oli d’oliva','comí','sal']",Mediterrània,,tots,"['cigrons', 'pebrot', 'ceba morada', 'oli d’oliva', 'comí', 'sal']","['estiu', 'tardor']"
Bacallà Esqueixat amb Romesco,segon,baixa,formal,mitja,fred,"['bacallà dessalat','tomàquet','nyora','ametlla','avellana','all','oli d’oliva']",Catalunya,,tots,"['bacallà dessalat', 'tomàquet', 'nyora', 'ametlla', 'avellana', 'all', 'oli d’oliva']",['tardor']
Albergínia Farcida de Bulgur i Herbes,segon,baixa,formal,mitja,tebi,"['albergínia','bulgur','julivert','menta','tomàquet','oli d’oliva','sal']",Orient Mitjà,,tots,"['albergínia', 'bulgur', 'julivert', 'menta', 'tomàquet', 'oli d’oliva', 'sal']","['estiu', 'tardor']"
Mousse de Iogurt amb Mel i Nous,postre,baixa,formal,petita,fred,"['iogurt','mel','nous','vainilla']",Grècia,,tots,"['iogurt', 'mel', 'nous', 'vainilla']",[]
Panna Cotta de Vainilla,postre,baixa,formal,petita,fred,"['nata','sucre','vainilla','gelatina']",Itàlia,,tots,"['nata', 'sucre', 'vainilla', 'gelatina']","['estiu', 'hivern', 'primavera', 'tardor']"
Tiramisú de Fruits del Bosc,postre,baixa,informal,mitja,fred,"['mascarpone','melindros','cafè','fruits del bosc','sucre','cacau']",Itàlia,,tots,"['mascarpone', 'melindros', 'cafè', 'fruits del bosc', 'sucre', 'cacau']","['estiu', 'hivern', 'primavera', 'tardor']"
Crema Catalana amb Cítrics,postre,baixa,formal,petita,fred,"['llet','rovell d’ou','sucre','midó','llimona','canyella']",Catalunya,,tots,"['llet', 'rovell d’ou', 'sucre', 'midó', 'llimona', 'canyella']","['hivern', 'primavera', 'tardor']"
Pastís de Formatge Fresc i Llimona,postre,baixa,informal,mitja,fred,"['formatge cremós','nata','galeta','mantega','llimona','sucre']",Nova York,,tots,"['formatge cremós', 'nata', 'galeta', 'mantega', 'llimona', 'sucre']","['hivern', 'primavera', 'tardor']"
Gelat de Vainilla amb Oli d’Oliva i Sal,postre,baixa,formal,petita,fred,"['llet','nata','vainilla','sucre','oli d’oliva','sal marina']",Mediterrània,,tots,"['llet', 'nata', 'vainilla', 'sucre', 'oli d’oliva', 'sal marina']","['estiu', 'hivern', 'primavera', 'tardor']"
Copa de Fruita Amb Infusió de Menta,postre,baixa,informal,petita,fred,"['maduixa','pinya','raïm','menta','llimona']",Mediterrània,,tots,"['maduixa', 'pinya', 'raïm', 'menta', 'llimona']",[]
Bavarois de Mango,postre,baixa,formal,petita,fred,"['mango','nata','sucre','gelatina','vainilla']",França,,tots,"['mango', 'nata', 'sucre', 'gelatina', 'vainilla']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament Red Velvet amb Crema de Formatge,postres,mitjana,formal,gran,fred,"['farina de blat', 'cacau', 'sucre', 'mantega', 'ous', 'llet', 'colorant vermell', 'vinagre', 'bicarbonat', 'formatge cremós']",,,casament,"['farina de blat', 'cacau', 'sucre', 'mantega', 'ous', 'llet', 'colorant vermell', 'vinagre', 'bicarbonat', 'formatge cremós']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Xocolata Belga amb Ganache,postres,mitjana,formal,gran,fred,"['farina', 'cacau pur', 'xocolata negra', 'ous', 'sucre', 'nata líquida', 'mantega']",,,casament,"['farina', 'cacau pur', 'xocolata negra', 'ous', 'sucre', 'nata líquida', 'mantega']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Llimona i Merenga Suïssa,postres,mitjana,informal,gran,fred,"['farina', 'sucre', 'mantega', 'ous', 'llimona', 'merenga', 'midó de blat de moro']",,,casament,"['farina', 'sucre', 'mantega', 'ous', 'llimona', 'merenga', 'midó de blat de moro']","['hivern', 'primavera', 'tardor']"
Pastís casament de Fruits Vermells i Nata,postres,baixa,informal,gran,fred,"['farina', 'ous', 'sucre', 'nata', 'grosella', 'maduixa', 'nabiu', 'mantega']",,,casament,"['farina', 'ous', 'sucre', 'nata', 'grosella', 'maduixa', 'nabiu', 'mantega']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Vainilla amb Capes de Mango,postres,baixa,formal,gran,fred,"['farina', 'sucre', 'ous', 'mantega', 'vainilla', 'mango', 'nata']",,,casament,"['farina', 'sucre', 'ous', 'mantega', 'vainilla', 'mango', 'nata']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Nata i Préssec,postres,alta,formal,mitjana,fred,"['farina', 'sucre', 'nata', 'préssec', 'ous', 'vainilla']",,,casament,"['farina', 'sucre', 'nata', 'préssec', 'ous', 'vainilla']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Llimona amb Iogurt Greg,postres,alta,informal,mitjana,fred,"['farina', 'sucre', 'ous', 'iogurt grec', 'llimona', 'oli de gira-sol']",,,casament,"['farina', 'sucre', 'ous', 'iogurt grec', 'llimona', 'oli de gira-sol']","['hivern', 'primavera', 'tardor']"
Pastís casament de Maduixa amb Gelatina Natural,postres,alta,formal,mitjana,fred,"['farina', 'sucre', 'ous', 'maduixa', 'gelatina', 'nata']",,,casament,"['farina', 'sucre', 'ous', 'maduixa', 'gelatina', 'nata']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís casament de Xocolata Blanca i Gerds,postres,mitjana,formal,mitjana,fred,"['xocolata blanca', 'gerds', 'nata', 'ous', 'sucre', 'farina']",,,casament,"['xocolata blanca', 'gerds', 'nata', 'ous', 'sucre', 'farina']","['estiu', 'primavera']"
Pastís casament de Iogurt i Llimona amb Coco,postres,baixa,formal,mitjana,fred,"['farina', 'sucre', 'ous', 'iogurt', 'llimona', 'coco ratllat']",,,casament,"['farina', 'sucre', 'ous', 'iogurt', 'llimona', 'coco ratllat']","['hivern', 'primavera', 'tardor']"
Pastís aniversari de Llet Condensada i Galeta,postres,baixa,informal,mitjana,fred,"['llet condensada', 'galeta', 'mantega', 'ous', 'nata', 'sucre']",,,aniversari,"['llet condensada', 'galeta', 'mantega', 'ous', 'nata', 'sucre']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís aniversari de Xocolata i Caramel Salat,postres,mitjana,informal,mitjana,fred,"['xocolata negra', 'mantega', 'farina', 'sucre', 'caramel', 'nata', 'sal marina']",,,aniversari,"['xocolata negra', 'mantega', 'farina', 'sucre', 'caramel', 'nata', 'sal marina']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís aniversari Oreo amb Crema de Vainilla,postres,baixa,formal,mitjana,fred,"['galetes oreo', 'nata', 'formatge cremós', 'sucre glass', 'vainilla']",,,aniversari,"['galetes oreo', 'nata', 'formatge cremós', 'sucre glass', 'vainilla']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís aniversari de Taronja i Ametlles,postres,mitjana,formal,mitjana,fred,"['ametlles mòltes', 'taronja', 'sucre', 'ous', 'oli d’oliva']",,,aniversari,"['ametlles mòltes', 'taronja', 'sucre', 'ous', 'oli d’oliva']","['hivern', 'primavera', 'tardor']"
Pastís aniversari de Tres Xocolates,postres,mitjana,formal,mitjana,fred,"['galetes', 'mantega', 'xocolata negra', 'xocolata amb llet', 'xocolata blanca', 'nata', 'llet']",,,aniversari,"['galetes', 'mantega', 'xocolata negra', 'xocolata amb llet', 'xocolata blanca', 'nata', 'llet']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís aniversari de Formatge amb Fruits Vermells,postres,baixa,formal,mitjana,fred,"['galetes', 'mantega', 'formatge cremós', 'nata', 'sucre', 'maduixes', 'groselles', 'gerds']",,,aniversari,"['galetes', 'mantega', 'formatge cremós', 'nata', 'sucre', 'maduixes', 'groselles', 'gerds']","['estiu', 'primavera']"
Pastís aniversari de Pastanaga i Nous amb Glacé,postres,mitjana,informal,mitjana,fred,"['farina', 'sucre', 'pastanaga ratllada', 'nous', 'ous', 'oli de gira-sol', 'canyella', 'formatge cremós']",,,aniversari,"['farina', 'sucre', 'pastanaga ratllada', 'nous', 'ous', 'oli de gira-sol', 'canyella', 'formatge cremós']","['hivern', 'tardor']"
Pastís aniversari Sacher de Xocolata i Melmelada d’Albercoc,postres,mitjana,informal,mitjana,fred,"['farina', 'xocolata negra', 'mantega', 'ous', 'sucre', 'melmelada d’albercoc', 'cacau']",,,aniversari,"['farina', 'xocolata negra', 'mantega', 'ous', 'sucre', 'melmelada d’albercoc', 'cacau']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís aniversari Banoffee de Plàtan i Toffee,postres,baixa,informal,mitjana,fred,"['galetes', 'mantega', 'dolç de llet', 'plàtan', 'nata', 'sucre']",,,aniversari,"['galetes', 'mantega', 'dolç de llet', 'plàtan', 'nata', 'sucre']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís de Coco i Pinya,postres,baixa,informal,mitjana,fred,"['farina', 'sucre', 'ous', 'llet de coco', 'coco ratllat', 'pinya', 'mantega']",,,tots,"['farina', 'sucre', 'ous', 'llet de coco', 'coco ratllat', 'pinya', 'mantega']",['estiu']
Pastís de Llimona i Mousse de Llimona,postres,mitjana,informal,mitjana,fred,"['farina', 'sucre', 'ous', 'llimona', 'nata', 'gelatina', 'mantega']",,,tots,"['farina', 'sucre', 'ous', 'llimona', 'nata', 'gelatina', 'mantega']","['hivern', 'primavera', 'tardor']"
Pastís de Mango i Maracuià,postres,mitjana,informal,mitjana,fred,"['farina', 'sucre', 'ous', 'mango', 'maracuià', 'nata', 'gelatina', 'mantega']",,,tots,"['farina', 'sucre', 'ous', 'mango', 'maracuià', 'nata', 'gelatina', 'mantega']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís Red Velvet amb Crema Suau de Vainilla,postres,mitjana,informal,mitjana,fred,"['farina', 'cacau', 'sucre', 'mantega', 'ous', 'llet', 'colorant vermell', 'vinagre', 'bicarbonat', 'vainilla']",,,tots,"['farina', 'cacau', 'sucre', 'mantega', 'ous', 'llet', 'colorant vermell', 'vinagre', 'bicarbonat', 'vainilla']","['estiu', 'hivern', 'primavera', 'tardor']"
Pastís de Poma amb Crumble,postres,baixa,informal,mitjana,fred,"['farina', 'sucre', 'mantega', 'ous', 'poma', 'canyella', 'llevat']",,,tots,"['farina', 'sucre', 'mantega', 'ous', 'poma', 'canyella', 'llevat']","['hivern', 'primavera', 'tardor']"
Pastís de Pistatxo i Gerds,postres,mitjana,informal,mitjana,fred,"['farina', 'sucre', 'ous', 'mantega', 'pistatxo mòlt', 'gerds', 'nata']",,,tots,"['farina', 'sucre', 'ous', 'mantega', 'pistatxo mòlt', 'gerds', 'nata']","['estiu', 'primavera']"
Pastís Tiramisú (Capes de Cafè i Mascarpone),postres,mitjana,informal,mitjana,fred,"['melindros', 'cafè', 'mascarpone', 'nata', 'sucre', 'cacau en pols']",,,tots,"['melindros', 'cafè', 'mascarpone', 'nata', 'sucre', 'cacau en pols']","['estiu', 'hivern', 'primavera', 'tardor']"
